log_file,run_type,task,model,stimulus_group,stimulus_index,legacy_pnum,seed,status,probable_cause
results\batch_logs\h3_batch_base.log,h3,translation_en-fr,flan-t5-large,social_comparison,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,translation_en-fr,flan-t5-large,social_comparison,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,translation_en-fr,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,translation_en-fr,flan-t5-large,social_comparison,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,translation_en-fr,flan-t5-large,social_comparison,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,translation_en-fr,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,translation_en-fr,flan-t5-large,urgency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,translation_en-fr,flan-t5-large,urgency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,translation_en-fr,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,translation_en-fr,flan-t5-large,urgency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,translation_en-fr,flan-t5-large,urgency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,translation_en-fr,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,translation_en-fr,flan-t5-large,regret,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,translation_en-fr,flan-t5-large,regret,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,translation_en-fr,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,translation_en-fr,flan-t5-large,regret,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,translation_en-fr,flan-t5-large,regret,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,competence_threat,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,competence_threat,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,competence_threat,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,competence_threat,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,competence_threat,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,inconsistency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,inconsistency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,inconsistency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,inconsistency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,inconsistency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,inconsistency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,social_comparison,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,social_comparison,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,social_comparison,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,social_comparison,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,social_comparison,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,urgency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,urgency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,urgency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,urgency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,regret,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,regret,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,regret,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,regret,2,,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,1,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,2,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,3,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,4,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,5,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,6,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,7,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,8,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,9,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,10,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,1,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,2,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,3,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,4,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,5,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,6,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,7,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,8,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,9,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,10,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,1,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,1,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,1,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,2,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,2,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,2,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,3,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,3,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,3,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,4,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,4,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,4,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,5,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,5,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,5,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,6,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,6,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,6,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,7,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,7,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,7,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,8,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,8,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,8,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,9,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,9,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,9,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,10,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,10,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sentiment,flan-t5-large,negative_original,,10,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,1,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,1,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,1,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,2,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,2,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,2,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,3,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,3,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,3,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,4,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,4,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,4,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,5,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,5,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,5,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,6,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,6,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,6,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,7,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,7,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,7,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,8,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,8,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,8,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,9,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,9,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,9,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,10,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,10,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,sum,flan-t5-large,negative_original,,10,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,1,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,1,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,1,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,2,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,2,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,2,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,3,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,3,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,3,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,4,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,4,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,4,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,5,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,5,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,5,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,6,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,6,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,6,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,7,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,7,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,7,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,8,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,8,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,8,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,9,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,9,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,9,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,10,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,10,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,active_to_passive,flan-t5-large,negative_original,,10,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,1,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,1,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,1,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,2,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,2,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,2,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,3,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,3,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,3,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,4,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,4,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,4,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,5,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,5,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,5,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,6,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,6,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,6,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,7,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,7,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,7,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,8,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,8,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,8,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,9,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,9,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,9,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,10,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,10,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,antonyms,flan-t5-large,negative_original,,10,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,1,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,1,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,1,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,2,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,2,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,2,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,3,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,3,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,3,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,4,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,4,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,4,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,5,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,5,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,5,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,6,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,6,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,6,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,7,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,7,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,7,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,8,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,8,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,8,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,9,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,9,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,9,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,10,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,10,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,cause_and_effect,flan-t5-large,negative_original,,10,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,1,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,1,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,1,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,2,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,2,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,2,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,3,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,3,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,3,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,4,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,4,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,4,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,5,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,5,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,5,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,6,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,6,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,6,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,7,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,7,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,7,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,8,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,8,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,8,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,9,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,9,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,9,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,10,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,10,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,common_concept,flan-t5-large,negative_original,,10,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,1,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,1,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,1,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,2,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,2,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,2,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,3,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,3,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,3,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,4,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,4,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,4,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,5,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,5,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,5,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,6,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,6,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,6,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,7,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,7,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,7,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,8,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,8,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,8,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,9,42,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,9,43,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,9,44,success,
results\batch_logs\negative_original_batch_base.log,negative_original,diff,flan-t5-large,negative_original,,10,42,success,
